	Word	Frequency in Positive	Conditional of P(wi/positive)	Frequency in Negative	Conditional of P(wi/negative)
2446	tv.	2.6	0.00022326412145568208	1.6	0.00023822285748317554
2447	engraved	2.6	0.00022326412145568208	1.6	0.00023822285748317554
2448	sidelined	1.6	0.00013739330551118897	2.6	0.0003871121434101602
2449	argument	3.6	0.0003091349374001752	1.6	0.00023822285748317554
2450	costume	2.6	0.00022326412145568208	1.6	0.00023822285748317554
2451	smuggles	2.6	0.00022326412145568208	1.6	0.00023822285748317554
2452	reviews	1.6	0.00013739330551118897	2.6	0.0003871121434101602
2453	vestimentary	2.6	0.00022326412145568208	1.6	0.00023822285748317554
2454	mindy	3.6	0.0003091349374001752	1.6	0.00023822285748317554
2455	got	9.6	0.0008243598330671338	3.6	0.000536001429337145
2456	hot	1.6	0.00013739330551118897	2.6	0.0003871121434101602
2457	uberweiss	2.6	0.00022326412145568208	1.6	0.00023822285748317554
2458	female	2.6	0.00022326412145568208	2.6	0.0003871121434101602
2459	described	2.6	0.00022326412145568208	1.6	0.00023822285748317554
2460	chased	2.6	0.00022326412145568208	1.6	0.00023822285748317554
2461	finally	10.6	0.0009102306490116269	4.6	0.0006848907152641296
2462	it	139.6	0.011987565905851238	40.6	0.006044905008635579
2463	complex	2.6	0.00022326412145568208	1.6	0.00023822285748317554
2464	monica-joey	2.6	0.00022326412145568208	1.6	0.00023822285748317554
2465	imagine	3.6	0.0003091349374001752	3.6	0.000536001429337145
2466	san	3.6	0.0003091349374001752	1.6	0.00023822285748317554
2467	channel-	2.6	0.00022326412145568208	1.6	0.00023822285748317554
2468	doing	5.6	0.00048087656928916137	1.6	0.00023822285748317554
2469	ex-wife	2.6	0.00022326412145568208	1.6	0.00023822285748317554
2470	lots	2.6	0.00022326412145568208	2.6	0.0003871121434101602
2471	married	4.6	0.00039500575334466825	5.6	0.0008337800011911143
2472	considered	2.6	0.00022326412145568208	1.6	0.00023822285748317554
2473	injections	2.6	0.00022326412145568208	1.6	0.00023822285748317554
2474	sit	2.6	0.00022326412145568208	1.6	0.00023822285748317554
2475	canadian	1.6	0.00013739330551118897	2.6	0.0003871121434101602
2476	birth	3.6	0.0003091349374001752	1.6	0.00023822285748317554
2477	punch-lines	1.6	0.00013739330551118897	2.6	0.0003871121434101602
2478	stuff.	2.6	0.00022326412145568208	1.6	0.00023822285748317554
2479	isnt	3.6	0.0003091349374001752	1.6	0.00023822285748317554
2480	prettiest	2.6	0.00022326412145568208	1.6	0.00023822285748317554
2481	new	14.6	0.0012537139127895994	2.6	0.0003871121434101602
2482	basis	2.6	0.00022326412145568208	1.6	0.00023822285748317554
2483	elsewhere	2.6	0.00022326412145568208	1.6	0.00023822285748317554
2484	better	6.6	0.0005667473852336545	8.6	0.0012804478589720685
2485	trust	1.6	0.00013739330551118897	2.6	0.0003871121434101602
2486	done	5.6	0.00048087656928916137	2.6	0.0003871121434101602
2487	girlfriend	5.6	0.00048087656928916137	4.6	0.0006848907152641296
2488	unpaid	2.6	0.00022326412145568208	1.6	0.00023822285748317554
2489	copa	2.6	0.00022326412145568208	1.6	0.00023822285748317554
2490	wan	3.6	0.0003091349374001752	1.6	0.00023822285748317554
2491	random	2.6	0.00022326412145568208	1.6	0.00023822285748317554
2492	leaving	3.6	0.0003091349374001752	2.6	0.0003871121434101602
2493	conversational	1.6	0.00013739330551118897	2.6	0.0003871121434101602
2494	episodes.	3.6	0.0003091349374001752	1.6	0.00023822285748317554
2495	buying	2.6	0.00022326412145568208	1.6	0.00023822285748317554
2496	performance	1.6	0.00013739330551118897	2.6	0.0003871121434101602
2497	over	3.6	0.0003091349374001752	2.6	0.0003871121434101602
2498	seriously	2.6	0.00022326412145568208	2.6	0.0003871121434101602
2499	commitment	1.6	0.00013739330551118897	2.6	0.0003871121434101602
2500	's	147.6	0.012674532433407182	51.6	0.007682687153832411
2501	b.s	1.6	0.00013739330551118897	2.6	0.0003871121434101602
2502	even	23.6	0.0020265512562900375	7.6	0.0011315585730450838
2503	've	5.6	0.00048087656928916137	3.6	0.000536001429337145
2504	leave	5.6	0.00048087656928916137	2.6	0.0003871121434101602
2505	jill	4.6	0.00039500575334466825	1.6	0.00023822285748317554
2506	sings	3.6	0.0003091349374001752	1.6	0.00023822285748317554
2507	monika	2.6	0.00022326412145568208	1.6	0.00023822285748317554
2508	subsequently	2.6	0.00022326412145568208	1.6	0.00023822285748317554
2509	problem	5.6	0.00048087656928916137	3.6	0.000536001429337145
2510	guess	3.6	0.0003091349374001752	1.6	0.00023822285748317554
2511	sitting	3.6	0.0003091349374001752	1.6	0.00023822285748317554
2512	descends	2.6	0.00022326412145568208	1.6	0.00023822285748317554
2513	wisecracking	2.6	0.00022326412145568208	1.6	0.00023822285748317554
2514	contrived	1.6	0.00013739330551118897	2.6	0.0003871121434101602
2515	steals	3.6	0.0003091349374001752	1.6	0.00023822285748317554
2516	rather	6.6	0.0005667473852336545	5.6	0.0008337800011911143
2517	warming	2.6	0.00022326412145568208	2.6	0.0003871121434101602
2518	till	3.6	0.0003091349374001752	2.6	0.0003871121434101602
2519	soap-opera	1.6	0.00013739330551118897	2.6	0.0003871121434101602
2520	focus	2.6	0.00022326412145568208	1.6	0.00023822285748317554
2521	dont	2.6	0.00022326412145568208	1.6	0.00023822285748317554
2522	stands	2.6	0.00022326412145568208	1.6	0.00023822285748317554
2523	myself	1.6	0.00013739330551118897	2.6	0.0003871121434101602
2524	inter-workings	2.6	0.00022326412145568208	1.6	0.00023822285748317554
2525	funeral	3.6	0.0003091349374001752	1.6	0.00023822285748317554
2526	place	3.6	0.0003091349374001752	5.6	0.0008337800011911143
2527	armchair	2.6	0.00022326412145568208	1.6	0.00023822285748317554
2528	windkeeper	2.6	0.00022326412145568208	1.6	0.00023822285748317554
2529	truly	2.6	0.00022326412145568208	1.6	0.00023822285748317554
2530	views	2.6	0.00022326412145568208	1.6	0.00023822285748317554
2531	humour	2.6	0.00022326412145568208	1.6	0.00023822285748317554
2532	left	4.6	0.00039500575334466825	1.6	0.00023822285748317554
2533	blew	2.6	0.00022326412145568208	1.6	0.00023822285748317554
2534	blown	2.6	0.00022326412145568208	1.6	0.00023822285748317554
2535	niche	1.6	0.00013739330551118897	2.6	0.0003871121434101602
2536	writer	2.6	0.00022326412145568208	4.6	0.0006848907152641296
2537	subtlety	1.6	0.00013739330551118897	2.6	0.0003871121434101602
2538	divorcing	1.6	0.00013739330551118897	2.6	0.0003871121434101602
2539	note	2.6	0.00022326412145568208	2.6	0.0003871121434101602
2540	rivalry	2.6	0.00022326412145568208	2.6	0.0003871121434101602
2541	generous	2.6	0.00022326412145568208	1.6	0.00023822285748317554
2542	recipes	3.6	0.0003091349374001752	1.6	0.00023822285748317554
2543	heavily	2.6	0.00022326412145568208	2.6	0.0003871121434101602
2544	treats	1.6	0.00013739330551118897	2.6	0.0003871121434101602
2545	honestly	1.6	0.00013739330551118897	2.6	0.0003871121434101602
2546	sight	1.6	0.00013739330551118897	2.6	0.0003871121434101602
2547	drinks	1.6	0.00013739330551118897	2.6	0.0003871121434101602
2548	mother	4.6	0.00039500575334466825	5.6	0.0008337800011911143
